Visit ID,BDM Code,BDM Name,Outlet Code,Outlet Name,Visit Date,Check In,Duration (mins),Purpose,Remarks
V03598,BDM006,Jegan R,OA0304,Chennai Silks Enterprises,2026-07-14,15:28,30,routine,display not as per norms
V03599,BDM008,Sathya N,OA0584,iStore Electronics,2026-07-09,17:06,20,Stock check,
V03600,BDM005,Dhanush P,OA0507,Galaxy Traders,13/06/2026,15:27,20,routine,
V03601,BDM010,Praveen K,OA0669,Bharath Enterprises,2026-05-12,10:33,8,Stock check,
V03602,BDM004,Ashok Kumar,OA0777,City Communications,2026-06-11,17:24,,New onboarding,shop closed
V03603,BDM003,Vetri S,OA0769,Sangeetha Telecom,2026-07-01,10:18,20,Stock check,asked for better margin
V03604,BDM008,Sathya N,OA0444,Meenakshi Mobile,2026-06-25,14:14,5,routine,shop closed
V03605,BDM010,Praveen K,OA0702,Sakthi Infotech,2026-06-09,12:51,5,routine,stock displayed
V03606,BDM012,Yuvaraj S,OA0721,Devi Agencies,23/06/2026,11:16,20,New onboarding,
V03607,BDM001,Sundar R,OA0796,Saravana Electronics,15/05/2026,10:05,20,Routine visit,shop closed
V03608,BDM012,Yuvaraj S,OA0026,Meenakshi Infotech,2026-05-15,11:29,15,Complaint,will order next week
V03609,BDM006,Jegan R,OA0237,Jeyam Traders,18/07/2026,16:02,20,Follow up,will order next week
V03610,BDM010,Praveen K,OA0720,Sangeetha Traders,2026-07-18,16:59,30,Complaint,display not as per norms
V03611,BDM008,Sathya N,OA0692,Sri Balaji Infotech,09/05/2026,13:34,5,Routine visit,display not as per norms
V03612,BDM003,Vetri S,OA0786,Vasanth Electronics,16/07/2026,11:11,12,Collection,
V03613,BDM006,Jegan R,OA0611,Royal Traders,11/05/2026,10:30,5,Routine visit,will order next week
V03614,BDM011,Ilango M,OA0671,Vasanth Traders,13/05/2026,12:28,25,,asked for better margin
V03615,BDM001,Sundar R,OA0154,Karpagam Enterprises,05/05/2026,12:08,20,Collection,will order next week
V03616,BDM004,Ashok Kumar,OA0149,New Star Telecom,12/05/2026,10:32,12,Complaint,
V03617,BDM008,Sathya N,OA0622,Ganesh Enterprises,2026-06-11,01:15,45,Follow up,will order next week
V03618,BDM011,Ilango M,OA0078,,16/06/2026,11:17,,Routine visit,
V03619,BDM006,Jegan R,OA0734,Lakshmi Traders,25/05/2026,11:52,12,Stock check,display not as per norms
V03620,BDM004,Ashok Kumar,OA0679,Vasanth Gadgets,2026-06-23,13:43,12,,discussed scheme
V03621,BDM005,Dhanush P,OA0585,Meenakshi Cellpoint,30/07/2026,12:06,8,Follow up,discussed scheme
V03622,BDM007,Mohan Raj,OA0262,,02/07/2026,15:29,15,New onboarding,shop closed
V03623,BDM008,Sathya N,OA0523,Mobile World Mobiles,2026-07-18,16:03,,New onboarding,shop closed
V03624,BDM006,Jegan R,OA0649,Prime Mobile,14/05/2026,12:07,5,followup,will order next week
V03625,BDM009,Gowtham S,OA0370,Muthu Electronics,08/06/2026,14:14,25,Routine visit,
V03626,BDM002,Prakash M,OA0552,Poorvika Mobile,22/06/2026,14:38,15,New onboarding,
V03627,BDM002,Prakash M,OA0812,Meenakshi Traders - Branch,11/07/2026,13:01,8,Complaint,
V03628,BDM008,Sathya N,OA0229,,2026-05-02,12:02,15,Follow up,
V03629,BDM005,Dhanush P,OA0591,City Traders,25/06/2026,14:03,12,Stock check,
V03630,BDM008,Sathya N,OA0306,City Telecom,23/06/2026,12:50,,Collection,
V03631,BDM003,Vetri S,OA0125,Devi Communications,02/07/2026,10:12,5,Order,discussed scheme
V03632,BDM009,Gowtham S,OA0254,Vinayaga Infotech,04/07/2026,12:51,10,,
V03633,BDM002,Prakash M,OA0460,Big C Electronics,11/05/2026,10:26,25,Complaint,
V03634,BDM006,Jegan R,OA0085,Prime Enterprises,04/06/2026,12:05,45,Routine visit,will order next week
V03635,BDM010,Praveen K,OA0638,,10/06/2026,12:56,20,,discussed scheme
V03636,BDM011,Ilango M,OA0274,Muthu Electronics,2026-05-14,13:58,,Order,
V03637,BDM005,Dhanush P,OA0189,Muthu Cellpoint,12/05/2026,12:01,20,Order,
V03638,BDM007,Mohan Raj,OA0710,Karpagam Agencies,04/06/2026,13:17,12,Collection,collection pending
V03639,BDM004,Ashok Kumar,OA0679,Vasanth Gadgets,13/06/2026,10:45,20,followup,
V03640,BDM008,Sathya N,OA0682,Thangam Cellpoint,15/07/2026,13:46,12,New onboarding,
V03641,BDM012,Yuvaraj S,OA0462,Royal Digital,2026-07-07,10:28,,Routine visit,
V03642,BDM005,Dhanush P,OA0559,Karpagam Cellpoint,05/05/2026,14:31,,Routine visit,
V03643,BDM008,Sathya N,OA0105,Chennai Silks Agencies,2026-06-27,10:01,,Stock check,stock displayed
V03644,BDM011,Ilango M,OA0322,Saravana Enterprises,2026-06-13,11:40,45,routine,discussed scheme
V03645,BDM008,Sathya N,OA0045,Amman Agencies,09/06/2026,13:30,12,routine,
V03646,BDM010,Praveen K,OA0524,Vasanth Electronics,2026-05-02,12:15,45,,will order next week
V03647,BDM012,Yuvaraj S,OA0527,Devi Mobile,26/05/2026,15:00,30,Routine visit,discussed scheme
V03648,BDM005,Dhanush P,OA0088,Saravana Telecom,30/07/2026,10:04,45,New onboarding,will order next week
V03649,BDM007,Mohan Raj,OA0426,Modern Digital,07/05/2026,13:07,8,,
V03650,BDM006,Jegan R,OA0423,Bharath Electronics,2026-07-14,12:19,12,Routine visit,owner not available
V03651,BDM001,Sundar R,OA0553,Anandha Agencies,06/07/2026,12:34,5,Collection,display not as per norms
V03652,BDM002,Prakash M,OA0498,Sangeetha Cellpoint,2026-06-13,10:37,10,Follow up,collection pending
V03653,BDM002,Prakash M,OA0328,New Star Telecom,14/05/2026,14:09,45,New onboarding,discussed scheme
V03654,BDM012,Yuvaraj S,OA0493,Bharath Traders,23/05/2026,10:07,5,Follow up,
V03655,BDM001,Sundar R,OA0216,iStore Gadgets,02/05/2026,12:26,25,Order,display not as per norms
V03656,BDM010,Praveen K,OA0284,Anandha Digital,01/05/2026,15:18,15,routine,owner not available
V03657,BDM006,Jegan R,OA0429,Sri Balaji Telecom,08/05/2026,11:26,5,routine,discussed scheme
V03658,BDM010,Praveen K,OA0703,Thangam Telecom,08/05/2026,13:51,5,Routine visit,owner not available
V03659,BDM003,Vetri S,OA0334,Bharath Electronics,02/07/2026,13:38,,,discussed scheme
V03660,BDM001,Sundar R,OA0613,Devi Infotech,20/06/2026,14:57,5,Complaint,
V03661,BDM008,Sathya N,OA0354,Universal Cellpoint,2026-05-18,10:39,30,Complaint,collection pending
V03662,BDM002,Prakash M,OA0528,Mobile World Infotech,2026-05-14,,,routine,
V03663,BDM010,Praveen K,OA0717,Poorvika Traders,2026-07-16,14:00,30,Routine visit,stock displayed
V03664,BDM002,Prakash M,OA0151,Chennai Silks Communications,23/05/2026,14:59,5,Complaint,collection pending
V03665,BDM008,Sathya N,OA0260,iStore Telecom,05/05/2026,12:49,20,Order,
V03666,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,2026-06-10,15:07,,Collection,
V03667,BDM007,Mohan Raj,OA0146,Kumaran Telecom,28/06/2026,12:49,12,Stock check,
V03668,BDM007,Mohan Raj,OA0817,ISTORE TELECOM,11/05/2026,10:05,,Follow up,owner not available
V03669,BDM008,Sathya N,OA0105,Chennai Silks Agencies,2026-05-29,10:35,20,Order,
V03670,BDM012,Yuvaraj S,OA0462,Royal Digital,26/07/2026,14:08,20,Order,
V03671,BDM011,Ilango M,OA0172,iStore Electronics,2026-05-20,10:07,5,routine,discussed scheme
V03672,BDM009,Gowtham S,OA0594,Sangeetha Cellpoint,2026-05-07,17:14,30,Collection,
V03673,BDM002,Prakash M,OA0431,Amman Communications,29/05/2026,16:11,,Stock check,discussed scheme
V03674,BDM011,Ilango M,OA0409,Amman Mobile,23/05/2026,15:19,12,New onboarding,asked for better margin
V03675,BDM005,Dhanush P,OA0559,Karpagam Cellpoint,02/07/2026,10:54,10,Routine visit,
V03676,BDM003,Vetri S,OA0568,Vinayaga Mobiles,13/07/2026,17:00,30,Complaint,
V03677,BDM006,Jegan R,OA0088,Saravana Telecom,03/06/2026,10:10,20,Complaint,
V03678,BDM012,Yuvaraj S,OA0008,Sri Krishna Communications,03/07/2026,13:04,5,followup,stock displayed
V03679,BDM004,Ashok Kumar,OA0307,Ram Infotech,30/06/2026,11:43,25,Order,
V03680,BDM008,Sathya N,OA0727,Royal Electronics,15/05/2026,12:17,,,
V03681,BDM012,Yuvaraj S,OA0449,Muthu Mobile,04/06/2026,13:28,45,Order,owner not available
V03682,BDM012,Yuvaraj S,OA0197,Prime Digital,24/06/2026,13:45,5,Collection,collection pending
V03683,BDM004,Ashok Kumar,OA0357,Universal Mobile,2026-07-05,14:08,10,Stock check,
V03684,BDM006,Jegan R,OA0091,Bharath Mobile,19/05/2026,10:23,45,,asked for better margin
V03685,BDM006,Jegan R,OA0662,Vinayaga Mobile,06/05/2026,11:21,45,Routine visit,
V03686,BDM006,Jegan R,OA0453,Sri Krishna Digital,2026-05-22,13:06,10,,will order next week
V03687,BDM008,Sathya N,OA0059,Selvam Cellpoint,30/06/2026,10:17,10,Collection,
V03688,BDM001,Sundar R,OA0508,Saravana Mobile,13/07/2026,15:01,20,Routine visit,discussed scheme
V03689,BDM005,Dhanush P,OA0330,Chennai Silks Infotech,2026-05-14,10:24,20,followup,asked for better margin
V03690,BDM007,Mohan Raj,OA0630,Anandha Telecom,02/06/2026,11:00,20,Routine visit,shop closed
V03691,BDM010,Praveen K,OA0798,Anandha Digital ,16/06/2026,11:48,,New onboarding,stock displayed
V03692,BDM005,Dhanush P,OA0737,Vasanth Agencies,2026-05-20,15:20,30,,collection pending
V03693,BDM007,Mohan Raj,OA0069,Mobile World Infotech,08/07/2026,17:00,30,Routine visit,will order next week
V03694,BDM003,Vetri S,OA0583,Anandha Mobile,22/06/2026,11:15,45,Stock check,
V03695,BDM007,Mohan Raj,OA0253,Amman Gadgets,28/05/2026,11:56,10,followup,
V03696,BDM006,Jegan R,OA0044,Muthu Mobiles,2026-06-20,10:07,,Follow up,display not as per norms
V03697,BDM012,Yuvaraj S,OA0709,New Star Mobile,28/05/2026,11:29,5,Complaint,
V03698,BDM009,Gowtham S,OA0067,Galaxy Traders,17/06/2026,10:22,45,routine,shop closed
V03699,BDM003,Vetri S,OA0130,iStore Electronics,16/07/2026,16:39,8,Stock check,collection pending
V03700,BDM011,Ilango M,OA0309,Ganesh Cellpoint,2026-06-18,14:17,5,New onboarding,
V03701,BDM005,Dhanush P,OA0450,Sangeetha Enterprises,2026-05-20,10:36,,followup,
V03702,BDM012,Yuvaraj S,OA0434,Galaxy Agencies,2026-07-11,14:06,15,New onboarding,
V03703,BDM009,Gowtham S,OA0458,Saravana Agencies,19/07/2026,23:47,45,Complaint,
V03704,BDM009,Gowtham S,OA0603,Amman Enterprises,10/07/2026,16:10,20,Stock check,
V03705,BDM002,Prakash M,OA0422,Anandha Agencies,20/07/2026,14:20,25,Follow up,
V03706,BDM011,Ilango M,OA0759,Ram Infotech,13/07/2026,14:52,,routine,
V03707,BDM008,Sathya N,OA0059,Selvam Cellpoint,11/06/2026,10:33,5,Complaint,asked for better margin
V03708,BDM004,Ashok Kumar,OA0269,Amman Cellpoint,26/05/2026,13:06,45,,
V03709,BDM009,Gowtham S,OA0548,Lakshmi Gadgets,26/05/2026,13:35,8,Order,
V03710,BDM001,Sundar R,OA0539,Ram Infotech,27/07/2026,10:30,30,,
V03711,BDM011,Ilango M,OA0300,Sri Krishna Gadgets,08/07/2026,12:51,8,,owner not available
V03712,BDM001,Sundar R,OA0157,Vasanth Gadgets,17/07/2026,11:29,25,Collection,owner not available
V03713,BDM011,Ilango M,OA0155,Sakthi Electronics,2026-07-10,10:21,20,Collection,collection pending
V03714,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,27/07/2026,13:40,,routine,shop closed
V03715,BDM007,Mohan Raj,OA0427,Vinayaga Mobile,2026-05-23,12:20,12,Stock check,display not as per norms
V03716,BDM008,Sathya N,OA0740,New Star Agencies,15/07/2026,10:29,,Order,discussed scheme
V03717,BDM002,Prakash M,OA0353,New Star Agencies,23/06/2026,10:48,,,
V03718,BDM005,Dhanush P,OA0275,Poorvika Electronics,02/05/2026,11:46,15,routine,discussed scheme
V03719,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,02/05/2026,10:15,,Follow up,display not as per norms
V03720,BDM003,Vetri S,OA0002,Sakthi Telecom,23/07/2026,14:00,20,routine,display not as per norms
V03721,BDM005,Dhanush P,OA0688,Sri Krishna Mobiles,20/06/2026,14:25,25,Routine visit,owner not available
V03722,BDM004,Ashok Kumar,OA0225,Karpagam Cellpoint,03/07/2026,14:31,45,New onboarding,collection pending
V03723,BDM008,Sathya N,OA0220,Chennai Silks Enterprises,06/05/2026,12:17,5,New onboarding,
V03724,BDM010,Praveen K,OA0638,Royal Enterprises,07/07/2026,13:06,20,Collection,asked for better margin
V03725,BDM007,Mohan Raj,OA0115,Bharath Electronics,25/07/2026,10:33,12,New onboarding,will order next week
V03726,BDM004,Ashok Kumar,OA0686,Royal Electronics,2026-05-20,12:11,20,Order,
V03727,BDM003,Vetri S,OA0612,Sri Balaji Infotech,13/05/2026,15:19,25,Collection,display not as per norms
V03728,BDM010,Praveen K,OA0703,Thangam Telecom,08/07/2026,12:21,8,followup,
V03729,BDM002,Prakash M,OA0503,Sri Balaji Infotech,22/06/2026,12:46,45,Collection,
V03730,BDM001,Sundar R,OA0791,Modern Telecom,2026-05-11,13:50,30,Order,discussed scheme
V03731,BDM009,Gowtham S,OA0596,Saravana Mobile,09/05/2026,13:28,25,New onboarding,
V03732,BDM010,Praveen K,OA0518,Thangam Mobile,2026-05-07,13:00,25,Routine visit,display not as per norms
V03733,BDM005,Dhanush P,OA0559,Karpagam Cellpoint,11/07/2026,11:00,30,Order,discussed scheme
V03734,BDM010,Praveen K,OA0134,Jeyam Enterprises,23/05/2026,10:05,,Routine visit,shop closed
V03735,BDM010,Praveen K,OA0814,Poorvika Traders ,10/07/2026,15:10,5,followup,asked for better margin
V03736,BDM010,Praveen K,OA0806,Modern Communications ,06/06/2026,11:52,5,Stock check,discussed scheme
V03737,BDM009,Gowtham S,OA0291,Big C Mobiles,2026-07-28,11:59,10,,shop closed
V03738,BDM009,Gowtham S,OA0549,Royal Gadgets,24/05/2026,14:00,30,Routine visit,asked for better margin
V03739,BDM009,Gowtham S,OA0372,Universal Communications,19/05/2026,11:53,8,followup,will order next week
V03740,BDM003,Vetri S,OA0107,Sri Krishna Traders,23/07/2026,10:00,20,Routine visit,
V03741,BDM008,Sathya N,OA0108,Anandha Mobiles,2026-07-21,15:12,10,Routine visit,discussed scheme
V03742,BDM008,Sathya N,OA0230,Ram Digital,09/06/2026,10:16,15,,display not as per norms
V03743,BDM004,Ashok Kumar,OA0346,Amman Communications,2026-05-13,13:03,15,Order,
V03744,BDM009,Gowtham S,OA0549,Royal Gadgets,2026-05-31,14:00,25,Routine visit,
V03745,BDM002,Prakash M,OA0772,Ganesh Cellpoint,21/06/2026,14:13,30,Collection,will order next week
V03746,BDM004,Ashok Kumar,OA0716,Anandha Communications,16/07/2026,16:12,5,Complaint,owner not available
V03747,BDM002,Prakash M,OA0667,Bharath Communications,04/05/2026,12:26,30,routine,discussed scheme
V03748,BDM011,Ilango M,OA0155,Sakthi Electronics,20/05/2026,11:21,30,New onboarding,owner not available
V03749,BDM003,Vetri S,OA0053,Big C Agencies,2026-07-03,15:34,,Stock check,discussed scheme
V03750,BDM010,Praveen K,OA0213,Prime Electronics,21/05/2026,13:52,,Collection,collection pending
V03751,BDM011,Ilango M,OA0795,Sri Krishna Digital,2026-07-02,12:52,5,Collection,collection pending
V03752,BDM012,Yuvaraj S,OA0226,Poorvika Gadgets,01/05/2026,11:46,30,Follow up,
V03753,BDM007,Mohan Raj,OA0778,Vasanth Infotech,30/05/2026,11:00,25,Routine visit,discussed scheme
V03754,BDM009,Gowtham S,OA0458,Saravana Agencies,24/05/2026,17:02,15,Collection,
V03755,BDM010,Praveen K,OA0321,Vasanth Enterprises,11/07/2026,12:16,5,Order,shop closed
V03756,BDM005,Dhanush P,OA0507,Galaxy Traders,25/05/2026,13:50,8,Order,collection pending
V03757,BDM010,Praveen K,OA0447,Devi Enterprises,10/07/2026,10:33,12,,
V03758,BDM010,Praveen K,OA0783,iStore Telecom,15/05/2026,13:22,,Routine visit,discussed scheme
V03759,BDM011,Ilango M,OA0246,,2026-07-15,10:05,10,Order,asked for better margin
V03760,BDM003,Vetri S,OA0315,Ganesh Enterprises,13/05/2026,15:58,20,,collection pending
V03761,BDM009,Gowtham S,OA0789,Modern Cellpoint,02/06/2026,10:29,5,followup,display not as per norms
V03762,BDM011,Ilango M,OA0565,Ram Traders,2026-06-18,11:18,45,Complaint,display not as per norms
V03763,BDM004,Ashok Kumar,OA0473,Ganesh Cellpoint,2026-07-17,16:00,45,Order,shop closed
V03764,BDM011,Ilango M,OA0598,Devi Gadgets,2026-07-18,13:34,20,Order,discussed scheme
V03765,BDM006,Jegan R,OA0070,Big C Digital,08/06/2026,10:29,25,,will order next week
V03766,BDM012,Yuvaraj S,OA0508,Saravana Mobile,06/06/2026,14:00,20,Routine visit,
V03767,BDM011,Ilango M,OA0022,Chennai Silks Mobiles,20/06/2026,13:00,25,Routine visit,discussed scheme
V03768,BDM010,Praveen K,OA0571,Amman Telecom,06/05/2026,10:07,15,Complaint,discussed scheme
V03769,BDM009,Gowtham S,OA0257,Vinayaga Mobiles,02/05/2026,10:30,,Complaint,
V03770,BDM012,Yuvaraj S,OA0417,Muthu Enterprises,08/06/2026,16:27,30,Follow up,discussed scheme
V03771,BDM011,Ilango M,OA0078,,11/05/2026,15:28,15,Routine visit,
V03772,BDM011,Ilango M,OA0374,Karpagam Telecom,2026-06-04,13:48,12,routine,will order next week
V03773,BDM012,Yuvaraj S,OA0104,Galaxy Telecom,2026-07-02,14:09,20,Complaint,display not as per norms
V03774,BDM002,Prakash M,OA0503,Sri Balaji Infotech,2026-05-08,17:14,20,Order,
V03775,BDM010,Praveen K,OA0210,,15/07/2026,10:01,8,Order,discussed scheme
V03776,BDM006,Jegan R,OA0641,Bharath Enterprises,29/05/2026,14:09,15,Order,
V03777,BDM012,Yuvaraj S,OA0365,Meenakshi Telecom,2026-06-18,10:39,,followup,will order next week
V03778,BDM008,Sathya N,OA0472,Big C Gadgets,2026-05-04,13:08,15,followup,owner not available
V03779,BDM011,Ilango M,OA0303,Sangeetha Enterprises,2026-07-22,10:39,20,,will order next week
V03780,BDM006,Jegan R,OA0001,Bharath Traders,20/05/2026,16:04,8,Follow up,
V03781,BDM011,Ilango M,OA0300,Sri Krishna Gadgets,2026-07-23,13:09,12,Order,asked for better margin
V03782,BDM005,Dhanush P,OA0559,Karpagam Cellpoint,30/07/2026,10:58,15,routine,owner not available
V03783,BDM012,Yuvaraj S,OA0405,Galaxy Digital,2026-06-08,14:49,8,Complaint,display not as per norms
V03784,BDM009,Gowtham S,OA0794,Muthu Mobiles,2026-05-19,10:56,20,followup,display not as per norms
V03785,BDM006,Jegan R,OA0445,Amman Gadgets,03/06/2026,11:11,,Collection,
V03786,BDM009,Gowtham S,OA0549,Royal Gadgets,14/06/2026,12:00,25,Routine visit,
V03787,BDM011,Ilango M,OA0661,Devi Cellpoint,18/07/2026,11:13,12,New onboarding,asked for better margin
V03788,BDM001,Sundar R,OA0613,Devi Infotech,2026-06-18,11:08,5,Collection,will order next week
V03789,BDM007,Mohan Raj,OA0535,Ram Traders,2026-06-08,14:15,10,Routine visit,will order next week
V03790,BDM003,Vetri S,OA0416,Devi Agencies,18/07/2026,10:36,30,followup,
V03791,BDM009,Gowtham S,OA0690,Sangeetha Mobiles,2026-07-14,14:54,10,followup,stock displayed
V03792,BDM001,Sundar R,OA0796,Saravana Electronics,2026-07-04,11:10,30,Order,asked for better margin
V03793,BDM010,Praveen K,OA0217,Devi Electronics,18/07/2026,12:38,8,New onboarding,shop closed
V03794,BDM007,Mohan Raj,OA0506,Galaxy Cellpoint,2026-07-25,13:26,10,Order,
V03795,BDM004,Ashok Kumar,OA0615,Selvam Electronics,11/05/2026,10:39,12,Stock check,asked for better margin
V03796,BDM006,Jegan R,OA0484,Sangeetha Gadgets,2026-07-23,11:38,15,Stock check,
V03797,BDM009,Gowtham S,OA0401,Sakthi Traders,2026-07-21,16:05,15,New onboarding,display not as per norms
V03798,BDM008,Sathya N,OA0687,Bharath Communications,04/06/2026,11:12,45,,discussed scheme
V03799,BDM011,Ilango M,OA0605,Sri Krishna Infotech,2026-06-17,15:34,10,Complaint,
V03800,BDM005,Dhanush P,OA0360,Lakshmi Communications,06/06/2026,12:18,8,routine,will order next week
V03801,BDM002,Prakash M,OA0719,Sakthi Infotech,07/07/2026,11:14,30,Complaint,
V03802,BDM006,Jegan R,OA0611,Royal Traders,13/07/2026,14:30,30,routine,
V03803,BDM011,Ilango M,OA0397,Vasanth Traders,12/06/2026,16:00,20,Routine visit,
V03804,BDM004,Ashok Kumar,OA0269,Amman Cellpoint,18/06/2026,13:36,,New onboarding,stock displayed
V03805,BDM008,Sathya N,OA0230,Ram Digital,21/05/2026,11:58,,followup,stock displayed
V03806,BDM007,Mohan Raj,OA0012,Ram Enterprises,28/06/2026,10:14,30,Complaint,
V03807,BDM005,Dhanush P,OA0543,Poorvika Agencies,14/07/2026,10:48,45,Routine visit,
V03808,BDM002,Prakash M,OA0160,Jeyam Electronics,22/06/2026,12:21,15,Order,display not as per norms
V03809,BDM005,Dhanush P,OA0011,Universal Electronics,02/06/2026,10:37,15,,owner not available
V03810,BDM006,Jegan R,OA0517,Sri Balaji Gadgets,15/07/2026,14:00,20,Stock check,
V03811,BDM007,Mohan Raj,OA0516,Meenakshi Agencies,22/07/2026,12:25,5,Stock check,
V03812,BDM004,Ashok Kumar,OA0269,Amman Cellpoint,16/05/2026,10:12,20,,
V03813,BDM008,Sathya N,OA0701,City Infotech,02/07/2026,14:38,12,Complaint,
V03814,BDM002,Prakash M,OA0457,Jeyam Traders,24/05/2026,11:34,10,Follow up,will order next week
V03815,BDM011,Ilango M,OA0283,Modern Mobile,10/06/2026,14:25,20,routine,
V03816,BDM007,Mohan Raj,OA0069,Mobile World Infotech,17/06/2026,17:00,20,Routine visit,display not as per norms
V03817,BDM011,Ilango M,OA0102,Thangam Enterprises,02/06/2026,12:38,8,New onboarding,
V03818,BDM012,Yuvaraj S,OA0659,Thangam Cellpoint,19/05/2026,10:32,12,Stock check,display not as per norms
V03819,BDM011,Ilango M,OA0283,Modern Mobile,22/07/2026,15:06,45,Routine visit,stock displayed
V03820,BDM002,Prakash M,OA0151,Chennai Silks Communications,2026-06-04,12:58,30,Complaint,shop closed
V03821,BDM007,Mohan Raj,OA0686,Royal Electronics,14/07/2026,15:05,30,Routine visit,
V03822,BDM012,Yuvaraj S,OA0644,Karpagam Enterprises,2026-06-01,13:21,45,Routine visit,discussed scheme
V03823,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,06/05/2026,11:58,15,,owner not available
V03824,BDM009,Gowtham S,OA0594,Sangeetha Cellpoint,26/05/2026,12:26,30,Collection,owner not available
V03825,BDM009,Gowtham S,OA0782,City Mobiles,2026-06-29,15:06,10,Routine visit,asked for better margin
V03826,BDM005,Dhanush P,OA0240,Sangeetha Mobile,10/07/2026,11:25,15,Order,
V03827,BDM003,Vetri S,OA0652,Modern Infotech,2026-07-29,12:35,45,New onboarding,
V03828,BDM009,Gowtham S,OA0388,Galaxy Telecom,11/07/2026,10:41,20,Stock check,discussed scheme
V03829,BDM001,Sundar R,OA0441,Bharath Enterprises,06/06/2026,12:00,25,Routine visit,display not as per norms
